date,site,engSiteName_nomSiteAng,shore_côte,latitude,longitude,habitat,gear_équipement,transect,area_m^2,species_espèce,engCommonName_nomCommunAng,TSN,AphiaID,rawAbundance_abondanceBrute,calibratedYOYAbundance_abondanceCalibréeJDA,calibratedDensity_densitéCalibrée_m^-2
8/6/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,SG,S,13,60,Apeltes quadracus,Fourspine stickleback,166397,159436,101,101,23.2603458
8/6/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,SG,S,13,60,Gasterosteus aculeatus,Threespine stickleback,166365,126505,100,66,27.33011583
8/6/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,SG,S,13,60,Menidia menidia,Atlantic Silverside,165994,159228,2,2,0.02025
8/6/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,SG,S,13,60,Syngnathus fuscus,Northern Pipefish,166451,159451,1,1,0.145948333
8/6/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,SG,S,13,60,Gasterosteiformes,Gasterosteiformes,166361,10326,201,201,71.27659573
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,2,55,Carcinus maenas,Green crab,98734,107381,14,26.55333333,30.36735757
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,2,55,Homarus americanus,American lobster,97314,156134,3,43.53333333,0.791515151
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,2,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,5,9.55,0.173636364
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,2,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,2,1.6,0.029090909
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,2,55,Pholis gunnellus,Rock gunnel,171645,126996,3,10.76,0.195636364
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,2,55,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,3.78,0.068727273
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,2,55,Tautogolabrus adspersus,Cunner,170481,159785,9,9,0.163636364
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,Bare,T,2,55,Urophysis tenuis,White hake,0,400609,1,1,0.018181818
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,2,55,Apeltes quadracus,Fourspine stickleback,166397,159436,1,1,0.012059369
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,2,55,Carcinus maenas,Green crab,98734,107381,14,38.555,2.251612
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,2,55,Homarus americanus,American lobster,97314,156134,2,32.05,0.582727273
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,2,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,5,5,0.205909091
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,2,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,9,7.2,0.101163517
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,2,55,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,3.78,0.060313636
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,2,55,Tautogolabrus adspersus,Cunner,170481,159785,5,5,0.090909091
8/7/2013,Crouch,Croucher Island,South shore,44.64182,-63.95652,SG,T,2,55,Gasterosteiformes,Gasterosteiformes,166361,10326,1,1,0.018181818
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,13,100,Cancer irroratus,Rock crab,98679,158057,1,40.85,0.4085
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,13,100,Carcinus maenas,Green crab,98734,107381,6,146.7966667,2.143231334
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,14,100,Carcinus maenas,Green crab,98734,107381,6,134.6466667,1.965841334
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,13,100,Crangon septemspinosa,Sand shrimp,97110,158355,57,35.51467742,5.196459638
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,14,100,Crangon septemspinosa,Sand shrimp,97110,158355,49,30.53016129,4.467131969
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,13,100,Menidia menidia,Atlantic Silverside,165994,159228,20,20,0.1215
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,13,100,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,3,3,4.8191499
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,14,100,Pollachius virens,Pollock,164727,126441,20,20,0.595
8/7/2013,EP,East Petpeswick,Eastern shore,44.7121,-63.16647,SG,S,14,100,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,7.94,0.06565
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,2,55,Ammodytes americanus,American sand lance,171673,159587,3,3,0.054545455
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,2,55,Carcinus maenas,Green crab,98734,107381,14,37.8225,43.25518636
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,2,55,Crangon septemspinosa,Sand shrimp,97110,158355,8,6.4,0.435985832
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,2,55,Homarus americanus,American lobster,97314,156134,1,43.3,0.787272727
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,2,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,4,5.535,0.100636364
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,2,55,Syngnathus fuscus,Northern Pipefish,166451,159451,1,1,0.018181818
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,2,55,Tautogolabrus adspersus,Cunner,170481,159785,10,10,0.181818182
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,3,55,Carcinus maenas,Green crab,98734,107381,2,12.36,0.721824
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,3,55,Crangon septemspinosa,Sand shrimp,97110,158355,24,9.6,0.365211349
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,3,55,Homarus americanus,American lobster,97314,156134,1,22.3,0.405454545
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,3,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,3,3,0.123545455
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,3,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,27,21.6,0.303490552
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,3,55,Tautogolabrus adspersus,Cunner,170481,159785,2,2,0.036363636
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,SG,T,3,55,Urophysis tenuis,White hake,0,400609,2,2,0.036363636
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,2,55,Crangon septemspinosa,Sand shrimp,97110,158355,25,10,0.681227863
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,2,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,1,0.8,0.014545455
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,2,55,Pholis gunnellus,Rock gunnel,171645,126996,1,1,0.018181818
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,Bare,T,2,55,Pseudopleuronectes americanus,Winter flounder,172905,158885,2,7.56,0.137454545
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Apeltes quadracus,Fourspine stickleback,166397,159436,1,1,0.012059369
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Carcinus maenas,Green crab,98734,107381,1,6.18,0.360912
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Crangon septemspinosa,Sand shrimp,97110,158355,77,25.641,0.975456688
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Gasterosteus aculeatus,Threespine stickleback,166365,126505,7,NA,NA
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Homarus americanus,American lobster,97314,156134,1,22.3,0.405454545
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Microgadus tomcod,Tomcod,164720,158928,3,2,0.048842557
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,12,20.15,0.829813636
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,18,14.4,0.202327035
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Pholis gunnellus,Rock gunnel,171645,126996,1,4.13,0.039345455
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Pseudopleuronectes americanus,Winter flounder,172905,158885,1,3.78,0.060313636
8/8/2013,Cable,Cable Island,Eastern shore,44.74676,-62.79261,SG,T,3,55,Gasterosteiformes,Gasterosteiformes,166361,10326,8,8,0.145454545
8/9/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,1,55,Carcinus maenas,Green crab,98734,107381,1,6.18,7.067672727
8/9/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,2,55,Carcinus maenas,Green crab,98734,107381,4,7.18,8.211309091
8/9/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,267,213.6,14.55102716
8/9/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,2,55,Crangon septemspinosa,Sand shrimp,97110,158355,501,400.8,27.30361275
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Anguilla rostrata,American eel,161127,158562,1,NA,0.2055
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,1,55,Apeltes quadracus,Fourspine stickleback,166397,159436,41,41,0.494434137
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Apeltes quadracus,Fourspine stickleback,166397,159436,66,66,0.795918367
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,1,55,Carcinus maenas,Green crab,98734,107381,6,47.28666667,2.761541334
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Carcinus maenas,Green crab,98734,107381,4,20.79,1.214136
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,109,43.6,1.658668211
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Crangon septemspinosa,Sand shrimp,97110,158355,89,44.5,1.692906775
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Microgadus tomcod,Tomcod,164720,158928,2,2,0.048842557
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,1,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,21,21,0.864818182
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,7,7,0.288272727
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,1,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,2,1.6,0.022480782
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,15,12,0.168605862
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,1,55,Syngnathus fuscus,Northern Pipefish,166451,159451,11,11,0.134
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Syngnathus fuscus,Northern Pipefish,166451,159451,10,10,0.121818182
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,1,55,Tautogolabrus adspersus,Cunner,170481,159785,4,4,0.072727273
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Tautogolabrus adspersus,Cunner,170481,159785,3,3,0.054545455
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,1,55,Gasterosteiformes,Gasterosteiformes,166361,10326,41,41,0.745454545
8/12/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,2,55,Gasterosteiformes,Gasterosteiformes,166361,10326,66,66,1.2
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,1,55,Apeltes quadracus,Fourspine stickleback,166397,159436,12,12,0.14471243
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,2,55,Apeltes quadracus,Fourspine stickleback,166397,159436,58,58,0.699443414
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,1,55,Carcinus maenas,Green crab,98734,107381,10,45.3375,2.64771
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,2,55,Carcinus maenas,Green crab,98734,107381,23,46.82,2.734288
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,1,55,Crangon septemspinosa,Sand shrimp,97110,158355,145,58,2.206485235
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,2,55,Crangon septemspinosa,Sand shrimp,97110,158355,91,27.3,1.038569774
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,1,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,33,33,1.359
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,2,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,14,14,0.576545455
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,1,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,6,4.8,0.067442345
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,2,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,15,12,0.168605862
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,1,55,Syngnathus fuscus,Northern Pipefish,166451,159451,5,5,0.060909091
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,2,55,Syngnathus fuscus,Northern Pipefish,166451,159451,11,11,0.134
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,1,55,Tautogolabrus adspersus,Cunner,170481,159785,1,1,0.018181818
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,1,55,Gasterosteiformes,Gasterosteiformes,166361,10326,12,12,0.218181818
8/13/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,T,2,55,Gasterosteiformes,Gasterosteiformes,166361,10326,58,58,1.054545455
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,4,55,Carcinus maenas,Green crab,98734,107381,1,1,1.143636364
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,7,55,Carcinus maenas,Green crab,98734,107381,1,1,1.143636364
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,3,55,Crangon septemspinosa,Sand shrimp,97110,158355,10,10,0.681227863
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,4,55,Crangon septemspinosa,Sand shrimp,97110,158355,6,4.002,0.272627391
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,5,55,Crangon septemspinosa,Sand shrimp,97110,158355,27,27,1.83931523
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,7,55,Crangon septemspinosa,Sand shrimp,97110,158355,12,12,0.817473436
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,8,55,Crangon septemspinosa,Sand shrimp,97110,158355,4,4,0.272491145
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,8,55,Gasterosteus aculeatus,Threespine stickleback,166365,126505,1,NA,NA
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,T,8,55,Gasterosteiformes,Gasterosteiformes,166361,10326,1,1,0.018181818
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Apeltes quadracus,Fourspine stickleback,166397,159436,76,76,0.916512059
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Apeltes quadracus,Fourspine stickleback,166397,159436,43,43,0.518552876
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,5,55,Apeltes quadracus,Fourspine stickleback,166397,159436,71,71,0.856215213
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,6,55,Apeltes quadracus,Fourspine stickleback,166397,159436,22,22,0.265306122
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,7,55,Apeltes quadracus,Fourspine stickleback,166397,159436,131,131,1.579777365
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Carcinus maenas,Green crab,98734,107381,3,14.25,0.8322
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Carcinus maenas,Green crab,98734,107381,7,23.45666667,1.369869334
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,6,55,Carcinus maenas,Green crab,98734,107381,2,28.5,1.6644
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,7,55,Carcinus maenas,Green crab,98734,107381,1,14.25,0.8322
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Crangon septemspinosa,Sand shrimp,97110,158355,33,28.974,1.102253503
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Crangon septemspinosa,Sand shrimp,97110,158355,16,14,0.532599884
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,5,55,Crangon septemspinosa,Sand shrimp,97110,158355,14,14,0.532599884
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,6,55,Crangon septemspinosa,Sand shrimp,97110,158355,7,6.125,0.233012449
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,7,55,Crangon septemspinosa,Sand shrimp,97110,158355,5,4,0.152171395
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Gasterosteus aculeatus,Threespine stickleback,166365,126505,62,45,0.5265
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Gasterosteus aculeatus,Threespine stickleback,166365,126505,19,12,0.1404
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,5,55,Gasterosteus aculeatus,Threespine stickleback,166365,126505,62,55,0.6435
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,6,55,Gasterosteus aculeatus,Threespine stickleback,166365,126505,24,14,0.1638
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,7,55,Gasterosteus aculeatus,Threespine stickleback,166365,126505,66,31,0.3627
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Microgadus tomcod,Tomcod,164720,158928,1,1,0.024421279
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Microgadus tomcod,Tomcod,164720,158928,4,4,0.097685114
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,7,55,Microgadus tomcod,Tomcod,164720,158928,11,11,0.268634064
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,6,6.535,0.269123182
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,17,15.55,0.640377273
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,5,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,12,13.05,0.537422727
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,7,55,Myoxocephalus aenaeus,Grubby Sculpin,167321,159519,13,13,0.535363636
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,23,18.4,0.258528989
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,33,26.4,0.370932897
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,5,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,31,24.8,0.348452115
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,6,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,19,15.2,0.213567425
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,7,55,Palaemonetes vulgaris,Grass shrimp,96391,158371,4,3.2,0.044961563
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Syngnathus fuscus,Northern Pipefish,166451,159451,3,4.065,0.049519091
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Syngnathus fuscus,Northern Pipefish,166451,159451,2,23.5,0.286272727
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,5,55,Syngnathus fuscus,Northern Pipefish,166451,159451,1,1,0.012181818
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Tautogolabrus adspersus,Cunner,170481,159785,1,1,0.018181818
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,3,55,Gasterosteiformes,Gasterosteiformes,166361,10326,138,138,2.509090909
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Gasterosteiformes,Gasterosteiformes,166361,10326,62,62,1.127272727
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,5,55,Gasterosteiformes,Gasterosteiformes,166361,10326,133,133,2.418181818
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,6,55,Gasterosteiformes,Gasterosteiformes,166361,10326,46,46,0.836363636
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,7,55,Gasterosteiformes,Gasterosteiformes,166361,10326,197,197,3.581818182
7/1/2014,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,T,4,55,Urophysis tenuis,White hake,0,400609,2,2,0.036363636
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,Bare,S,2,60,Anguilla rostrata,American eel,161127,158562,NA,1,0.016666667
7/9/2013,SecPen,Second Peninsula,South shore,44.40193,-64.28066,SG,S,3,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,NA,76.1,1.294283333
8/7/2013,Straw,Strawberry Island,South shore,44.646833,-62.04675,Bare,T,2,55,Pseudopleuronectes americanus,Winter flounder,172905,158885,NA,3.78,0.068727273
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,1,30,Anguilla rostrata,American eel,161127,158562,NA,NA,0.063
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,1,30,Pholis gunnellus,Rock gunnel,171645,126996,NA,NA,0.0018
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,1,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,NA,NA,0.02595
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,2,30,Anguilla rostrata,American eel,161127,158562,NA,NA,0.063
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,2,30,Pholis gunnellus,Rock gunnel,171645,126996,NA,NA,0.0018
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,2,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,NA,NA,0.02595
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,3,30,Anguilla rostrata,American eel,161127,158562,NA,NA,0.063
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,3,30,Pholis gunnellus,Rock gunnel,171645,126996,NA,NA,0.0018
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,3,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,NA,NA,0.02595
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,4,30,Anguilla rostrata,American eel,161127,158562,NA,NA,0.063
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,4,30,Pholis gunnellus,Rock gunnel,171645,126996,NA,NA,0.0018
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,4,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,NA,NA,0.02595
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,5,30,Anguilla rostrata,American eel,161127,158562,NA,NA,0.063
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,5,30,Pholis gunnellus,Rock gunnel,171645,126996,NA,NA,0.0018
6/25/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,5,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,NA,NA,0.02595
6/26/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,6,30,Anguilla rostrata,American eel,161127,158562,NA,NA,0.063
6/26/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,6,30,Pholis gunnellus,Rock gunnel,171645,126996,NA,NA,0.0018
6/26/2013,CB,Crescent Beach,South shore,44.23835,-64.40623,SG,S,6,30,Pseudopleuronectes americanus,Winter flounder,172905,158885,NA,NA,0.02595
7/3/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,Bare,S,1,30,Fundulus diaphanus,Banded killifish,165646,159296,NA,NA,0.139
7/3/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,Bare,S,2,30,Fundulus diaphanus,Banded killifish,165646,159296,NA,NA,0.139
7/3/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,Bare,S,3,30,Fundulus diaphanus,Banded killifish,165646,159296,NA,NA,0.139
7/3/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,Bare,S,4,30,Fundulus diaphanus,Banded killifish,165646,159296,NA,NA,0.139
7/3/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,Bare,S,5,30,Fundulus diaphanus,Banded killifish,165646,159296,NA,NA,0.139
7/3/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,Bare,S,6,30,Fundulus diaphanus,Banded killifish,165646,159296,NA,NA,0.139
7/3/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,SG,S,1,30,Anguilla rostrata,American eel,161127,158562,NA,NA,0.063
7/3/2013,L3F,Lower Three Fathom Harbour,Eastern shore,44.63536,-63.29408,SG,S,1,30,Fundulus diaphanus,Banded killifish,165646,159296,NA,NA,0.263
